,Name,Location,Type,Latitude,Longitude,Elevation (m)
0,Abu,Honshu-Japan,Shield Volcano,34.5,131.6,641.0
1,Acamarachi,Chile-N,Stratovolcano,-23.3,-67.62,6046.0
2,Acatenango,Guatemala,Stratovolcano,14.5,-90.88,3976.0
3,Acigöl-Nevsehir,Turkey,Caldera,38.57,34.52,1689.0
4,Adams,US-Washington,Stratovolcano,46.21,-121.49,3742.0
5,Adams  Seamount,Pacific-C,Submarine Volcano,-25.37,-129.27,-39.0
6,Adatara,Honshu-Japan,Stratovolcano,37.64,140.29,1718.0
7,Adwa,Ethiopia,Stratovolcano,10.07,40.84,1733.0
8,Afderà,Ethiopia,Stratovolcano,13.08,40.85,1295.0
9,Agrigan,Mariana Is-C Pacific,Stratovolcano,18.77,145.67,965.0
10,Agua,Guatemala,Stratovolcano,14.47,-90.74,3760.0
11,Agua de Pau,Azores,Stratovolcano,37.77,-25.47,947.0
12,Aguilera,Chile-S,Stratovolcano,-50.33,-73.75,2546.0
13,Agung,Lesser Sunda Is,Stratovolcano,-8.34,115.51,3142.0
14,Ahyi,Mariana Is-C Pacific,Submarine Volcano,20.42,145.03,-137.0
15,Akademia  Nauk,Kamchatka,Stratovolcano,53.98,159.45,1180.0
16,Akagi,Honshu-Japan,Stratovolcano,36.56,139.2,1828.0
17,Akan,Hokkaido-Japan,Caldera,43.38,144.01,1499.0
18,Akhtang,Kamchatka,Shield Volcano,55.43,158.65,1956.0
19,Akita-Komaga-take,Honshu-Japan,Stratovolcano,39.76,140.8,1637.0
20,Akita-Yake-yama,Honshu-Japan,Stratovolcano,39.96,140.76,1366.0
21,Akuseki-jima,Ryukyu Is,Stratovolcano,29.46,129.6,584.0
22,Akutan,Aleutian Is,Stratovolcano,54.13,-165.99,1303.0
23,Alaid,Kuril Is,Stratovolcano,50.86,155.55,2339.0
24,Alamagan,Mariana Is-C Pacific,Stratovolcano,17.6,145.83,744.0
25,Alayta,Ethiopia,Shield Volcano,12.88,40.57,1501.0
26,Alban Hills,Italy,Caldera,41.73,12.7,949.0
27,Alcedo,Galápagos,Shield Volcano,-0.43,-91.12,1130.0
28,Ale Bagu,Ethiopia,Stratovolcano,13.52,40.63,1031.0
29,Alid,Ethiopia,Stratovolcano,14.88,39.92,904.0
30,Alligator Lake,Canada,Volcanic Field,60.42,-135.42,2217.0
31,Almolonga,Guatemala,Stratovolcano,14.82,-91.48,3197.0
32,Alney-Chashakondzha,Kamchatka,Stratovolcano,56.7,159.65,2598.0
33,Alngey,Kamchatka,Stratovolcano,57.7,160.4,1853.0
34,Alu,Ethiopia,Fissure Vents,13.82,40.55,429.0
35,Alutu,Ethiopia,Stratovolcano,7.77,38.78,2335.0
36,Amak,Aleutian Is,Stratovolcano,55.42,-163.15,488.0
37,Amasing,Halmahera-Indonesia,Stratovolcano,-0.53,127.48,1030.0
38,Ambalatungan Group,Luzon-Philippines,Compound Volcano,17.32,121.1,2329.0
39,Ambang,Sulawesi-Indonesia,Complex Volcano,0.75,124.42,1795.0
40,Ambitle,New Ireland-SW Pacific,Stratovolcano,-4.08,153.65,450.0
41,Ambre-Bobaomby,Madagascar,Volcanic Field,-12.6,49.15,1475.0
42,Ambrym,Vanuatu-SW Pacific,Pyroclastic Shield,-16.25,168.12,1334.0
43,Amorong,Luzon-Philippines,Lava Domes,15.83,120.81,376.0
44,Amsterdam Island,Indian O.-S,Stratovolcano,-37.83,77.52,881.0
45,Amukta,Aleutian Is,Stratovolcano,52.5,-171.25,1066.0
46,Anatahan,Mariana Is-C Pacific,Stratovolcano,16.35,145.67,790.0
47,Anaun,Kamchatka,Stratovolcano,56.32,158.83,1828.0
48,Andahua-Orcopampa,Perú,Cinder Cone,-15.42,-72.33,4713.0
49,Andrus,Antarctica,Shield Volcano,-75.8,-132.33,2978.0
50,Aneityum,Vanuatu-SW Pacific,Stratovolcano,-20.2,169.78,852.0
51,Aniakchak,Alaska Peninsula,Caldera,56.88,-158.17,1341.0
52,Ankaizina Field,Madagascar,Cinder Cone,-14.3,48.67,2878.0
53,Ankaratra  Field,Madagascar,Cinder Cone,-19.4,47.2,2644.0
54,Antillanca Group,Chile-C,Stratovolcano,-40.77,-72.15,1990.0
55,Antipodes  Island,Pacific-S,Pyroclastic Cone,-49.68,178.77,402.0
56,Antisana,Ecuador,Stratovolcano,-0.48,-78.14,5753.0
57,Antofagasta  de la Sierra,Argentina,Scoria Cone,-26.08,-67.5,4000.0
58,Antuco,Chile-C,Stratovolcano,-37.41,-71.35,2979.0
59,Aoba,Vanuatu-SW Pacific,Shield Volcano,-15.4,167.83,1496.0
60,Aoga-shima,Izu Is-Japan,Stratovolcano,32.45,139.76,423.0
61,Apagado,Chile-S,Pyroclastic Cone,-41.88,-72.58,1210.0
62,Apaneca Range,El Salvador,Stratovolcano,13.89,-89.79,2036.0
63,Apastepeque  Field,El Salvador,Volcanic Field,13.72,-88.77,700.0
64,Apo,Mindanao-Philippines,Stratovolcano,6.99,125.27,2938.0
65,Apoyeque,Nicaragua,Pyroclastic Shield,12.24,-86.34,518.0
66,Aracar,Argentina,Stratovolcano,-24.25,-67.77,6082.0
67,Aragats,Armenia,Stratovolcano,40.53,44.2,4095.0
68,"Aramuaca, Laguna",El Salvador,Maar,13.43,-88.11,181.0
69,Ararat,Turkey,Stratovolcano,39.7,44.3,5165.0
70,Arayat,Luzon-Philippines,Stratovolcano,15.2,120.74,1026.0
71,Ardoukôba,Djibouti,Fissure Vents,11.58,42.47,298.0
72,Arenal,Costa Rica,Stratovolcano,10.46,-84.7,1670.0
73,Arenales,Chile-S,Stratovolcano,-47.2,-73.48,3437.0
74,"Arhab, Harra of",Arabia-S,Volcanic Field,15.63,44.08,3100.0
75,Arjuno-Welirang,Java,Stratovolcano,-7.73,112.58,3339.0
76,Asacha,Kamchatka,Complex Volcano,52.36,157.83,1910.0
77,Asama,Honshu-Japan,Complex Volcano,36.4,138.53,2568.0
78,Asavyo,Ethiopia,Shield Volcano,13.07,41.6,1200.0
79,Ascensión,Atlantic-C,Stratovolcano,-7.95,-14.37,858.0
80,Askja,Iceland-NE,Stratovolcano,65.03,-16.75,1516.0
81,Aso,Kyushu-Japan,Caldera,32.88,131.11,1592.0
82,Assab Volc Field,Ethiopia,Volcanic Field,12.95,42.43,987.0
83,Asuncion,Mariana Is-C Pacific,Stratovolcano,19.67,145.41,857.0
84,Atacazo,Ecuador,Stratovolcano,-0.35,-78.62,4463.0
85,Atakor  Volc Field,Africa-N,Scoria Cone,23.33,5.83,2918.0
86,Atitlán,Guatemala,Stratovolcano,14.58,-91.19,3535.0
87,Atka,Aleutian Is,Stratovolcano,52.38,-174.15,1533.0
88,Atlin Volc Field,Canada,Cinder Cone,59.68,-133.32,1880.0
89,"Atlixcos,  Los",México,Shield Volcano,19.81,-96.53,800.0
90,Atsonupuri,Kuril Is,Stratovolcano,44.81,147.14,1206.0
91,"Atuel,  Caldera del",Argentina,Caldera,-34.65,-70.05,5189.0
92,Auckland Field,New Zealand,Volcanic Field,-36.9,174.87,260.0
93,Augustine,Alaska-SW,Lava Domes,59.36,-153.43,1252.0
94,"Auquihuato, Cerro",Perú,Cinder Cone,-15.07,-73.18,4980.0
95,Avachinsky,Kamchatka,Stratovolcano,53.26,158.83,2741.0
96,Awu,Sangihe Is-Indonesia,Stratovolcano,3.67,125.5,1320.0
97,Axial Seamount,Pacific-NE,Submarine Volcano,45.95,-130.0,-1410.0
98,Ayelu,Ethiopia,Stratovolcano,10.08,40.7,2145.0
99,Azas  Plateau,Russia-SE,Volcanic Field,52.52,98.6,2765.0
100,Azores Archipelago,Atlantic,Cinder Cone,,,
101,Azufral,Colombia,Stratovolcano,1.08,-77.68,4070.0
102,"Azufre, Cerro del",Chile-N,Stratovolcano,-21.79,-68.24,5846.0
103,"Azul,  Cerro",Galápagos,Shield Volcano,-0.92,-91.41,1640.0
104,"Azul, Cerro",Chile-C,Stratovolcano,-35.65,-70.76,3788.0
105,"Azul,  Volcán",Nicaragua,Cinder Cone,12.53,-83.87,201.0
106,Azuma,Honshu-Japan,Stratovolcano,37.73,140.25,2035.0
107,Babuyan Claro,Luzon-N  of,Stratovolcano,19.52,121.94,1080.0
108,Bachelor,US-Oregon,Stratovolcano,43.98,-121.69,2763.0
109,Bagana,Bougainville-SW  Pacific,Lava Cone,-6.14,155.2,1750.0
110,Bakening,Kamchatka,Stratovolcano,53.91,158.07,2278.0
111,Baker,US-Washington,Stratovolcano,48.78,-121.81,3285.0
112,"Bal Haf, Harra  of",Arabia-S,Volcanic Field,14.05,48.33,233.0
113,Balatukan,Mindanao-Philippines,Compound Volcano,8.77,124.98,2450.0
114,Balbi,Bougainville-SW Pacific,Stratovolcano,-5.92,154.98,2715.0
115,Bald Knoll,US-Utah,Cinder Cone,37.33,-112.41,2135.0
116,Baluan,Admiralty Is-SW Pacific,Stratovolcano,-2.57,147.28,254.0
117,Baluran,Java,Stratovolcano,-7.85,114.37,1247.0
118,Balut,Mindanao-Philippines,Stratovolcano,5.4,125.38,862.0
119,Bam,New  Guinea-NE of,Stratovolcano,-3.61,144.82,685.0
120,Bamus,New Britain-SW Pac,Stratovolcano,-5.2,151.23,2248.0
121,Banahaw,Luzon-Philippines,Complex Volcano,14.07,121.48,2158.0
122,Banda Api,Banda Sea,Caldera,-4.53,129.87,640.0
123,Bandai,Honshu-Japan,Stratovolcano,37.6,140.08,1819.0
124,Banua Wuhu,Sangihe Is-Indonesia,Submarine Volcano,3.14,125.49,-5.0
125,Baransky,Kuril  Is,Stratovolcano,45.1,148.02,1132.0
126,Bárcena,México-Is,Cinder Cone,19.3,-110.82,332.0
127,Bárdarbunga,Iceland-NE,Stratovolcano,64.63,-17.53,2000.0
128,Barkhatnaya  Sopka,Kamchatka,Lava Domes,52.82,158.27,870.0
129,Barren  Island,Andaman  Is-Indian O,Stratovolcano,12.28,93.86,354.0
130,"Barrier, The",Africa-E,Shield Volcano,2.32,36.57,1032.0
131,Barú,Panamá,Stratovolcano,8.81,-82.54,3474.0
132,Barva,Costa Rica,Complex Volcano,10.14,-84.1,2906.0
133,Bas Dong Nai,SE  Asia,Volcanic Field,10.8,107.2,392.0
134,Batur,Lesser Sunda Is,Caldera,-8.24,115.38,1717.0
135,"Bayo, Cerro",Chile-N,Complex Volcano,-25.42,-68.58,5401.0
136,Bayonnaise Rocks,Izu Is-Japan,Submarine Volcano,31.88,139.92,11.0
137,Bayuda Volc Field,Africa-N,Cinder Cone,18.33,32.75,670.0
138,Bazman,Iran,Stratovolcano,28.07,60.0,3490.0
139,Beerenberg,Atlantic-N-Jan  Mayen,Stratovolcano,71.08,-8.17,2277.0
140,Behm  Canal-Rudyerd Bay,Alaska-E,Cinder Cone,55.32,-131.05,500.0
141,Belenkaya,Kamchatka,Stratovolcano,51.75,157.27,892.0
142,Belirang-Beriti,Sumatra,Compound Volcano,-2.82,102.18,1958.0
143,Belknap,US-Oregon,Shield Volcano,44.29,-121.84,2095.0
144,Bely,Kamchatka,Shield Volcano,57.88,160.53,2080.0
145,Berlin,Antarctica,Shield Volcano,-76.05,-136.0,3478.0
146,Beru,Ethiopia,Volcanic Field,8.95,39.75,1100.0
147,Berutarube,Kuril  Is,Stratovolcano,44.46,146.94,1221.0
148,Besar,Sumatra,Stratovolcano,-4.43,103.67,1899.0
149,Bezymianny,Kamchatka,Stratovolcano,55.98,160.59,2882.0
150,Bibinoi,Halmahera-Indonesia,Stratovolcano,-0.77,127.72,900.0
151,Bilate River Field,Ethiopia,Maars,7.07,38.1,1700.0
152,Biliran,Philippines-C,Compound Volcano,11.52,124.54,1301.0
153,Billy Mitchell,Bougainville-SW  Pacific,Pyroclastic Shield,-6.09,155.23,1544.0
154,Bir Borhut,Arabia-S,Volcanic Field,15.55,50.63,
155,"Birk, Harrat al",Arabia-W,Volcanic Field,18.37,41.63,381.0
156,Bishoftu Volc  Field,Ethiopia,Fissure Vents,8.78,38.98,1850.0
157,Biu Plateau,Africa-W,Volcanic Field,10.75,12.0,
158,Black Peak,Alaska Peninsula,Stratovolcano,56.55,-158.79,1032.0
159,Black Rock Desert,US-Utah,Volcanic Field,38.97,-112.5,1800.0
160,"Blancas, Lomas",Chile-C,Stratovolcano,-36.29,-71.01,2268.0
161,Bliznets,Kamchatka,Stratovolcano,56.97,159.78,1244.0
162,Bliznetsy,Kamchatka,Lava Cone,57.35,161.37,265.0
163,Blue Lake Crater,US-Oregon,Maar,44.41,-121.77,1230.0
164,Blup Blup,New Guinea-NE of,Stratovolcano,-3.51,144.61,402.0
165,Bobrof,Aleutian  Is,Stratovolcano,51.91,-177.44,738.0
166,Bogatyr Ridge,Kuril Is,Stratovolcano,44.83,147.34,1634.0
167,Bogoslof,Aleutian  Is,Submarine Volcano,53.93,-168.03,150.0
168,Boisa,New Guinea-NE of,Stratovolcano,-3.99,144.96,240.0
169,Bola,New  Britain-SW Pac,Stratovolcano,-5.15,150.03,1155.0
170,Bolshe-Bannaya,Kamchatka,Lava Domes,52.9,157.78,1200.0
171,Bolshoi Payalpan,Kamchatka,Shield Volcano,55.88,157.78,1906.0
172,Bolshoi  Semiachik,Kamchatka,Stratovolcano,54.32,160.02,1720.0
173,Bolshoi-Kekuknaysky,Kamchatka,Shield Volcano,56.47,157.8,1401.0
174,Bombalai,Borneo,Pyroclastic Cone,4.4,117.88,531.0
175,Boomerang Seamount,Indian  O.-S,Submarine Volcano,-37.72,77.83,-650.0
176,Bora-Bericcio,Ethiopia,Pumice Cone,8.27,39.03,2285.0
177,Borale Ale,Ethiopia,Stratovolcano,13.73,40.6,668.0
178,Borawli,Ethiopia,Stratovolcano,13.3,40.98,812.0
179,Borawli,Ethiopia,Lava Domes,11.63,41.45,875.0
180,Boset-Bericha,Ethiopia,Stratovolcano,8.56,39.48,2447.0
181,Bouvet,Atlantic-S,Shield Volcano,-54.42,3.35,780.0
182,Bratan,Lesser Sunda Is,Caldera,-8.28,115.13,2276.0
183,Brava,Cape  Verde Is,Stratovolcano,14.85,-24.72,900.0
184,"Bravo, Cerro",Colombia,Stratovolcano,5.09,-75.3,4000.0
185,Brennisteinsfjöll,Iceland-SW,Crater Rows,63.92,-21.83,626.0
186,Bridge River  Cones,Canada,Volcanic Field,50.8,-123.4,2500.0
187,Bridgeman Island,Antarctica,Stratovolcano,-62.05,-56.75,240.0
188,Bristol Island,Antarctica,Stratovolcano,-59.03,-26.58,1100.0
189,Brothers,New  Zealand,Submarine Volcano,-34.88,179.08,-1350.0
190,Brushy Butte,US-California,Shield Volcano,41.18,-121.44,1174.0
191,Buckle Island,Antarctica,Stratovolcano,-66.78,163.25,1239.0
192,Bufumbira,Africa-C,Cinder Cone,-1.23,29.72,2440.0
193,Buldir,Aleutian  Is,Stratovolcano,52.35,175.91,656.0
194,Bulusan,Luzon-Philippines,Stratovolcano,12.77,124.05,1565.0
195,Bunyaruguru Field,Africa-C,Maars,-0.2,30.08,1554.0
196,"Burney, Monte",Chile-S,Stratovolcano,-52.33,-73.4,1758.0
197,Bus-Obo,Mongolia,Cinder Cone,47.12,109.08,1162.0
198,Butajiri-Silti Field,Ethiopia,Fissure Vents,8.05,38.35,2281.0
199,Buzzard Creek,Alaska-E,Tuff Rings,64.07,-148.42,830.0
200,Cabalían,Philippines-C,Stratovolcano,10.29,125.22,945.0
201,Caburgua-Huelemolle,Chile-C,Cinder Cone,-39.25,-71.7,1496.0
202,Cagua,Luzon-Philippines,Stratovolcano,18.22,122.12,1133.0
203,Caichinque,Chile-N,Stratovolcano,-23.95,-67.73,4450.0
204,Calabozos,Chile-C,Caldera,-35.56,-70.5,3508.0
205,Calatrava Volc  Field,Spain,Pyroclastic Cone,38.87,-4.02,1117.0
206,Calbuco,Chile-S,Stratovolcano,-41.33,-72.61,2003.0
207,Callaqui,Chile-C,Stratovolcano,-37.92,-71.45,3164.0
208,Cameroon,Africa-W,Stratovolcano,4.2,9.17,4095.0
209,Camiguin,Mindanao-Philippines,Stratovolcano,9.2,124.67,1552.0
210,Camiguin de  Babuyanes,Luzon-N  of,Stratovolcano,18.83,121.86,712.0
211,Campi Flegrei,Italy,Caldera,40.83,14.14,458.0
212,Campi Flegrei Mar Sicilia,Italy,Submarine Volcano,37.1,12.7,-8.0
213,Candlemas Island,Antarctica,Stratovolcano,-57.08,-26.67,550.0
214,Canlaon,Philippines-C,Stratovolcano,10.41,123.13,2435.0
215,Capulin Mountain,US-New Mexico,Cinder Cone,36.4,-104.1,2494.0
216,Carlisle,Aleutian  Is,Stratovolcano,52.89,-170.05,1620.0
217,Carrán-Los  Venados,Chile-C,Pyroclastic Cone,-40.35,-72.07,1114.0
218,Carrizozo,US-New  Mexico,Cinder Cone,33.78,-105.93,1731.0
219,"Casiri, Nevados",Perú,Stratovolcano,-17.47,-69.81,5650.0
220,Cay,Chile-S,Stratovolcano,-45.06,-72.98,2090.0
221,Cayambe,Ecuador,Compound Volcano,0.03,-77.99,5790.0
222,Cayutué-La Viguería,Chile-S,Pyroclastic Cone,-41.25,-72.27,506.0
223,Ceboruco,México,Stratovolcano,21.13,-104.51,2280.0
224,"Cendres, Ile des",SE  Asia,Submarine Volcano,10.16,109.01,-20.0
225,Central Island,Africa-E,Tuff Cone,3.5,36.04,550.0
226,Cereme,Java,Stratovolcano,-6.89,108.4,3078.0
227,Chacana,Ecuador,Caldera,-0.38,-78.25,4643.0
228,"Chachani, Nevado",Perú,Stratovolcano,-16.19,-71.53,6057.0
229,Chagulak,Aleutian Is,Stratovolcano,52.58,-171.13,1142.0
230,Chaîne des Puys,France,Cinder Cone,45.78,2.97,1464.0
231,Chaitén,Chile-S,Caldera,-42.83,-72.65,1122.0
232,Changbaishan,China-E,Stratovolcano,41.98,128.08,2744.0
233,Cherny,Kamchatka,Stratovolcano,56.82,159.67,1778.0
234,Cherpuk Group,Kamchatka,Pyroclastic Cone,55.55,157.47,1868.0
235,Chichinautzin,México,Volcanic Field,19.08,-99.13,3930.0
236,"Chichón, El",México,Lava Domes,17.36,-93.23,1150.0
237,Chiginagak,Alaska Peninsula,Stratovolcano,57.14,-156.99,2221.0
238,Chikurachki,Kuril  Is,Stratovolcano,50.33,155.46,1816.0
239,Chiliques,Chile-N,Stratovolcano,-23.58,-67.7,5778.0
240,"Chillán, Nevados de",Chile-C,Stratovolcano,-36.86,-71.38,3212.0
241,Chimborazo,Ecuador,Stratovolcano,-1.46,-78.82,6310.0
242,Chinameca,El  Salvador,Stratovolcano,13.48,-88.33,1300.0
243,Chingo,Guatemala,Stratovolcano,14.12,-89.73,1775.0
244,Chiquimula Volc Field,Guatemala,Cinder Cone,14.83,-89.55,1192.0
245,Chiracha,Ethiopia,Stratovolcano,6.65,38.12,1650.0
246,Chirinkotan,Kuril  Is,Stratovolcano,48.98,153.48,724.0
247,Chirip,Kuril Is,Stratovolcano,45.34,147.93,1587.0
248,Chirpoi,Kuril  Is,Caldera,46.53,150.88,742.0
249,Chokai,Honshu-Japan,Stratovolcano,39.1,140.05,2233.0
250,Ch'uga-ryong,Korea,Shield Volcano,38.33,127.33,452.0
251,Churchill,Alaska-E,Stratovolcano,61.38,-141.75,5005.0
252,Chyulu Hills,Africa-E,Volcanic Field,-2.68,37.88,2188.0
253,"Ciguatepe, Cerro  el",Nicaragua,Stratovolcano,12.53,-86.14,603.0
254,Cinnamon Butte,US-Oregon,Cinder Cone,43.24,-122.11,1956.0
255,"Cinotepeque,  Cerro",El Salvador,Volcanic Field,14.02,-89.25,665.0
256,Clark,New  Zealand,Submarine Volcano,-36.45,177.84,-860.0
257,Clear Lake,US-California,Volcanic Field,38.97,-122.77,1439.0
258,Cleft Segment,Pacific-NE,Submarine Volcano,44.83,-130.3,-2140.0
259,Cleveland,Aleutian Is,Stratovolcano,52.83,-169.94,1730.0
260,Coatepeque  Caldera,El  Salvador,Caldera,13.87,-89.55,746.0
261,CoAxial Segment,Pacific-NE,Submarine Volcano,46.52,-129.58,-2400.0
262,Cobb Segment,Pacific-NE,Submarine Volcano,46.88,-129.33,-2100.0
263,Cochiquito Volc  Group,Argentina,Stratovolcano,-36.77,-69.82,1435.0
264,"Cochons, Ile aux",Indian  O.-S,Stratovolcano,-46.1,50.23,775.0
265,Cofre de Perote,México,Shield Volcano,19.49,-97.15,4282.0
266,Colachi,Chile-N,Stratovolcano,-23.24,-67.65,5631.0
267,Coleman Seamount,Solomon Is-SW Pacific,Submarine Volcano,-8.83,157.17,
268,Colima,México,Stratovolcano,19.51,-103.62,3850.0
269,Colo [Una Una],Sulawesi-Indonesia,Stratovolcano,-0.17,121.61,507.0
270,Columbia River Flood Basalts,US-Multiple  States,Flood Basalt,,,
271,Comondú-La  Purísima,México,Volcanic Field,26.0,-111.92,780.0
272,Concepción,Nicaragua,Stratovolcano,11.54,-85.62,1700.0
273,Conchagua,El Salvador,Stratovolcano,13.28,-87.85,1225.0
274,Conchagüita,El  Salvador,Stratovolcano,13.23,-87.77,505.0
275,"Cóndor, Cerro el",Argentina,Stratovolcano,-26.62,-68.35,6532.0
276,Copahue,Chile-C,Stratovolcano,-37.85,-71.17,2997.0
277,Copiapó,Chile-N,Stratovolcano,-27.3,-69.13,6052.0
278,Corbetti Caldera,Ethiopia,Caldera,7.18,38.43,2320.0
279,Corcovado,Chile-S,Stratovolcano,-43.18,-72.8,2300.0
280,Cordón de Puntas Negras,Chile-N,Stratovolcano,-23.74,-67.53,5852.0
281,Cordón del  Azufre,Chile-N,Complex Volcano,-25.33,-68.52,5463.0
282,Coronado,México,Stratovolcano,29.08,-113.51,440.0
283,Coropuna,Perú,Stratovolcano,-15.52,-72.65,6377.0
284,Corvo,Azores,Stratovolcano,39.7,-31.11,718.0
285,Cosigüina,Nicaragua,Stratovolcano,12.98,-87.57,872.0
286,Coso Volc Field,US-California,Lava Domes,36.03,-117.82,2400.0
287,Cotopaxi,Ecuador,Stratovolcano,-0.68,-78.44,5911.0
288,Crater Basalt Volc Field,Chile-S/Argentina,Cinder Cone,-42.02,-70.18,1359.0
289,Crater Lake,US-Oregon,Caldera,42.93,-122.12,2487.0
290,Crater Mountain,New  Guinea,Stratovolcano,-6.58,145.08,3233.0
291,Craters of the Moon,US-Idaho,Cinder Cone,43.42,-113.5,2005.0
292,Crow Lagoon,Canada,Pyroclastic Cone,54.7,-130.23,335.0
293,Cuernos de  Negros,Philippines-C,Complex Volcano,9.25,123.17,1862.0
294,Cuernos del Diablo,Chile-S,Stratovolcano,-41.4,-72.0,1862.0
295,Cuicocha,Ecuador,Caldera,0.31,-78.36,3246.0
296,Cuilapa-Barbarena,Guatemala,Volcanic Field,14.33,-90.4,1454.0
297,Cù-Lao Ré Group,SE Asia,Volcanic Field,15.38,109.12,181.0
298,Cumbal,Colombia,Stratovolcano,0.95,-77.87,4764.0
299,"Cumbres,  Las",México,Stratovolcano,19.15,-97.27,3940.0
300,Curacoa,Tonga-SW  Pacific,Submarine Volcano,-15.62,-173.67,-33.0
301,Curtis Island,Kermadec Is,Submarine Volcano,-30.54,-178.56,137.0
302,Dabbahu,Ethiopia,Stratovolcano,12.6,40.48,1442.0
303,Dabbayra,Ethiopia,Shield Volcano,12.38,40.07,1302.0
304,Dacht-i-Navar Group,Afghanistan,Lava Domes,33.95,67.92,3800.0
305,Daikoku,Volcano Is-Japan,Submarine Volcano,21.32,144.19,-323.0
306,Daisetsu,Hokkaido-Japan,Stratovolcano,43.66,142.86,2290.0
307,Dakataua,New Britain-SW Pac,Caldera,-5.06,150.11,400.0
308,Dalaffilla,Ethiopia,Stratovolcano,13.79,40.55,613.0
309,Dallol,Ethiopia,Explosion Craters,14.24,40.3,-48.0
310,Dama Ali,Ethiopia,Shield Volcano,11.28,41.63,1068.0
311,Damavand,Iran,Stratovolcano,35.95,52.11,5670.0
312,Dana,Alaska Peninsula,Stratovolcano,55.64,-161.21,1354.0
313,Dar-Alages,Armenia,Pyroclastic Cone,39.7,45.54,3329.0
314,Dariganga Volc Field,Mongolia,Cinder Cone,45.33,114.0,1778.0
315,Darwin,Galápagos,Shield Volcano,-0.18,-91.28,1330.0
316,"Daun, Bukit",Sumatra,Stratovolcano,-3.38,102.37,2467.0
317,Davidof,Aleutian Is,Stratovolcano,51.97,178.33,328.0
318,Davis Lake,US-Oregon,Volcanic Field,43.57,-121.82,2163.0
319,Dawson  Strait Group,D'Entrecasteaux Is,Volcanic Field,-9.62,150.88,500.0
320,Deccan Traps,India,Flood Basalts,,,
321,Deception  Island,Antarctica,Caldera,-62.97,-60.65,576.0
322,Demon,Kuril Is,Stratovolcano,45.5,148.85,1205.0
323,Dempo,Sumatra,Stratovolcano,-4.03,103.13,3173.0
324,Denison,Alaska Peninsula,Stratovolcano,58.42,-154.45,2287.0
325,Descabezado  Grande,Chile-C,Stratovolcano,-35.58,-70.75,3953.0
326,Devils Garden,US-Oregon,Volcanic Field,43.51,-120.86,1698.0
327,Devils Tower,US-Wyoming,Volcanic Landform,44.6,-104.7,1558.0
328,"Dhamar, Harras of",Arabia-S,Volcanic Field,14.57,44.67,3500.0
329,"Diables,  Morne aux",W Indies,Stratovolcano,15.61,-61.43,861.0
330,"Diablotins, Morne",W Indies,Stratovolcano,15.5,-61.4,1430.0
331,Diamond Craters,US-Oregon,Volcanic Field,43.1,-118.75,1435.0
332,Didicas,Luzon-N of,Compound Volcano,19.08,122.2,228.0
333,Dieng Volc  Complex,Java,Complex Volcano,-7.2,109.92,2565.0
334,Diky Greben,Kamchatka,Lava Domes,51.45,156.97,1070.0
335,Dofen,Ethiopia,Stratovolcano,9.35,40.13,1151.0
336,Doma Peaks,New Guinea,Stratovolcano,-5.9,143.15,3568.0
337,Domuyo,Argentina,Stratovolcano,-36.58,-70.42,4709.0
338,Don Joao de Castro Bank,Azores,Submarine Volcano,38.23,-26.63,-13.0
339,Doña  Juana,Colombia,Stratovolcano,1.47,-76.92,4150.0
340,Dotsero,US-Colorado,Maar,39.66,-107.04,2230.0
341,Douglas,Alaska Peninsula,Stratovolcano,58.86,-153.54,2140.0
342,Doyo Seamount,Izu Is-Japan,Submarine Volcano,27.68,140.8,-860.0
343,"Druze,  Jabal ad",Syria,Volcanic Field,32.66,36.43,1803.0
344,Dubbi,Ethiopia,Stratovolcano,13.58,41.81,1625.0
345,Dukono,Halmahera-Indonesia,Complex Volcano,1.68,127.88,1335.0
346,Duncan Canal,Alaska-E,Volcanic Field,56.5,-133.1,15.0
347,Durango  Volc Field,México,Cinder Cone,24.15,-104.45,2075.0
348,Dutton,Alaska Peninsula,Stratovolcano,55.17,-162.27,1506.0
349,Dzenzursky,Kamchatka,Compound Volcano,53.64,158.92,2285.0
350,Eagle Lake Field,US-California,Fissure Vents,40.63,-120.83,1652.0
351,East  Diamante,Mariana Is-C Pacific,Submarine Volcano,15.93,145.67,-127.0
352,East Zway,Ethiopia,Fissure Vents,7.95,38.93,1889.0
353,Easter  Island,Chile-Is,Shield Volcano,-27.15,-109.38,511.0
354,Eastern Gemini Seamount,SW Pacific,Submarine Volcano,-20.98,170.28,-80.0
355,Ebeko,Kuril Is,Somma Volcano,50.68,156.02,1156.0
356,Ebulobo,Lesser Sunda Is,Stratovolcano,-8.82,121.18,2124.0
357,"Eburru,  Ol Doinyo",Africa-E,Complex Volcano,-0.65,36.22,2856.0
358,Ecuador,Galápagos,Shield Volcano,-0.02,-91.55,790.0
359,Edgecumbe,Alaska-E,Stratovolcano,57.05,-135.75,970.0
360,Edziza,Canada,Stratovolcano,57.72,-130.63,2786.0
361,Eggella,Kamchatka,Shield Volcano,56.57,158.52,1046.0
362,Egmont [Taranaki],New Zealand,Stratovolcano,-39.3,174.07,2518.0
363,Egon,Lesser Sunda Is,Stratovolcano,-8.67,122.45,1703.0
364,Ekarma,Kuril Is,Stratovolcano,48.96,153.93,1170.0
